"CLAVE_CASILLA"|"CLAVE_ACTA"|"ID_ESTADO"|"NOMBRE_ESTADO"|"ID_DISTRITO"|"NOMBRE_DISTRITO"|"SECCION"|"ID_CASILLA"|"TIPO_CASILLA"|"EXT_CONTIGUA"|"CASILLA"|"TIPO_ACTA"|"PAN"|"PRI"|"PRD"|"PVEM"|"PT"|"MC"|"MORENA"|"CANDIDATO_A_INDEPENDIENTE"|"PAN_PRI_PRD"|"PAN_PRI"|"PAN_PRD"|"PRI_PRD"|"PVEM_PT_MORENA"|"PVEM_PT"|"PVEM_MORENA"|"PT_MORENA"|"CANDIDATO/A NO REGISTRADO/A"|"VOTOS NULOS"|"TOTAL_VOTOS_CALCULADOS"|"LISTA_NOMINAL"|"OBSERVACIONES"|"MECANISMOS_TRASLADO"|"FECHA_HORA"
"161733B0100'"|"161733B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1733"|"01"|"B"|"00"|"Urbana"|4|150|13|2|19|4|16|48|-0|11|0|0|0|4|0|1|1|0|9|278|416|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 10:04:50"
"161733C0100'"|"161733C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1733"|"01"|"C"|"00"|"Urbana"|4|121|20|5|11|5|16|65|-0|8|1|0|0|6|2|1|3|0|11|275|415|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:51:40"
"161734B0100'"|"161734B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1734"|"01"|"B"|"00"|"Urbana"|4|175|23|1|6|0|13|47|-0|11|3|0|0|3|0|1|0|0|3|286|377|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:41:11"
"161734C0100'"|"161734C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1734"|"01"|"C"|"00"|"Urbana"|4|172|23|3|6|3|10|40|-0|6|3|0|0|1|0|0|3|0|5|275|376|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:50:16"
"161735B0100'"|"161735B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1735"|"01"|"B"|"00"|"Urbana"|4|258|33|1|18|7|12|68|-0|13|1|0|6|2|1|1|1|1|5|428|623|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 10:05:44"
"161736B0100'"|"161736B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1736"|"01"|"B"|"00"|"Urbana"|4|238|34|1|12|4|23|49|-0|8|3|1|0|3|1|1|0|0|3|381|480|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 16:16:39"
"161737B0100'"|"161737B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1737"|"01"|"B"|"00"|"Urbana"|4|105|12|4|7|7|22|68|-0|7|2|1|0|4|0|0|1|0|7|247|410|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 15:22:32"
"161737C0100'"|"161737C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1737"|"01"|"C"|"00"|"Urbana"|4|117|19|5|15|8|19|58|-0|9|5|0|0|6|0|1|0|0|7|269|409|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 15:45:27"
"161738B0100'"|"161738B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1738"|"01"|"B"|"00"|"Urbana"|4|154|15|2|24|6|13|100|-0|9|2|1|0|8|0|5|1|3|19|362|576|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 10:06:24"
"161738C0100'"|"161738C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1738"|"01"|"C"|"00"|"Urbana"|4|155|16|2|22|10|12|74|-0|11|2|0|2|8|0|2|0|0|15|331|575|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 10:07:12"
"161739B0100'"|"161739B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1739"|"01"|"B"|"00"|"Urbana"|4|80|16|2|17|3|14|59|-0|6|0|0|0|4|0|1|2|0|15|219|396|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 10:08:03"
"161740B0100'"|"161740B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1740"|"01"|"B"|"00"|"Urbana"|4|145|13|5|14|8|30|111|-0|15|3|0|0|12|1|8|1|0|15|381|657|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 16:11:04"
"161740C0100'"|"161740C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1740"|"01"|"C"|"00"|"Urbana"|4|142|8|5|25|9|20|112|-0|6|3|2|1|7|3|4|0|0|12|359|656|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 15:56:02"
"161740C0200'"|"161740C02004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1740"|"02"|"C"|"00"|"Urbana"|4|133|14|3|20|10|37|108|-0|16|5|0|0|11|1|4|1|0|17|380|656|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 15:32:46"
"161741B0100'"|"161741B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1741"|"01"|"B"|"00"|"Urbana"|4|159|28|5|20|16|35|148|-0|11|1|0|0|9|3|0|2|2|16|455|737|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 16:47:02"
"161741C0100'"|"161741C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1741"|"01"|"C"|"00"|"Urbana"|4|168|12|6|25|8|30|151|-0|9|4|3|0|5|1|3|0|1|11|437|736|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 16:26:42"
"161742B0100'"|"161742B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1742"|"01"|"B"|"00"|"Urbana"|4|89|6|4|27|6|13|65|-0|9|0|0|0|10|0|1|0|1|6|237|400|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 16:22:39"
"161742C0100'"|"161742C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1742"|"01"|"C"|"00"|"Urbana"|4|84|9|4|32|5|12|70|-0|7|1|0|0|1|1|5|3|0|8|242|400|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 10:09:02"
"161743B0100'"|"161743B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1743"|"01"|"B"|"00"|"Urbana"|4|143|23|1|22|6|17|86|-0|10|1|1|0|7|1|1|2|0|12|333|584|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 16:56:37"
"161744B0100'"|"161744B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1744"|"01"|"B"|"00"|"Urbana"|4|170|31|2|20|9|36|92|-0|12|4|0|0|4|1|4|2|0|4|391|587|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 10:09:55"
"161745B0100'"|"161745B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1745"|"01"|"B"|"00"|"Urbana"|4|199|18|4|37|4|24|100|-0|6|5|0|1|4|3|1|2|1|8|417|643|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 10:10:48"
"161746B0100'"|"161746B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1746"|"01"|"B"|"00"|"Urbana"|4|147|14|1|8|4|12|44|-0|6|1|0|0|7|0|2|1|1|3|251|432|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 17:00:18"
"161746C0100'"|"161746C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1746"|"01"|"C"|"00"|"Urbana"|4|150|10|1|15|3|20|43|-0|4|0|0|2|6|3|0|2|0|9|268|431|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 16:36:17"
"161747B0100'"|"161747B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1747"|"01"|"B"|"00"|"Urbana"|4|285|32|4|19|7|23|88|-0|8|4|1|0|8|1|0|1|0|4|485|668|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 16:39:06"
"161748B0100'"|"161748B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1748"|"01"|"B"|"00"|"Urbana"|4|159|17|3|12|6|21|93|-0|4|1|0|0|11|1|2|1|0|5|336|483|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 16:31:56"
"161748C0100'"|"161748C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1748"|"01"|"C"|"00"|"Urbana"|4|162|15|1|11|7|16|89|-0|9|1|1|0|4|0|2|1|0|9|328|483|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 17:02:08"
"161749B0100'"|"161749B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1749"|"01"|"B"|"00"|"Urbana"|4|185|17|6|20|11|26|121|-0|6|1|0|0|8|0|3|1|0|13|418|619|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 10:12:16"
"161749C0100'"|"161749C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1749"|"01"|"C"|"00"|"Urbana"|4|147|22|2|15|4|20|135|-0|9|1|0|0|6|0|5|2|1|17|386|619|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 17:10:36"
"161750B0100'"|"161750B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1750"|"01"|"B"|"00"|"Urbana"|4|151|6|4|16|12|32|131|-0|8|2|0|0|10|1|0|0|1|18|392|608|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 17:14:12"
"161750C0100'"|"161750C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1750"|"01"|"C"|"00"|"Urbana"|4|142|15|7|26|11|31|83|-0|7|3|1|0|7|2|1|3|0|9|348|608|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 17:20:34"
"161751B0100'"|"161751B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1751"|"01"|"B"|"00"|"Urbana"|4|143|6|3|18|15|20|108|-0|13|1|0|0|12|0|4|2|0|8|353|634|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 17:53:20"
"161751C0100'"|"161751C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1751"|"01"|"C"|"00"|"Urbana"|4|142|17|7|21|9|32|148|-0|9|3|0|0|11|3|3|2|0|8|415|633|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:37:35"
"161751C0200'"|"161751C02004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1751"|"02"|"C"|"00"|"Urbana"|4|134|19|4|18|11|17|140|-0|9|3|2|0|1|8|0|0|1|17|384|633|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 17:27:20"
"161751C0300'"|"161751C03004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1751"|"03"|"C"|"00"|"Urbana"|4|140|17|2|19|17|18|123|-0|9|1|1|0|9|4|1|1|0|8|370|633|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 17:41:54"
"161752B0100'"|"161752B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1752"|"01"|"B"|"00"|"Urbana"|4|109|10|2|13|6|19|77|-0|5|0|0|0|7|2|1|0|0|11|262|430|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 10:13:09"
"161752C0100'"|"161752C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1752"|"01"|"C"|"00"|"Urbana"|4|104|10|5|16|6|21|69|-0|6|3|0|1|6|0|3|0|1|9|260|430|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 17:34:45"
"161753B0100'"|"161753B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1753"|"01"|"B"|"00"|"Urbana"|4|83|15|3|18|5|28|120|-0|4|2|0|0|14|1|1|0|0|6|300|539|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 18:56:59"
"161753C0100'"|"161753C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1753"|"01"|"C"|"00"|"Urbana"|4|97|17|2|15|13|27|119|-0|10|1|1|0|11|0|2|1|0|10|326|539|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:07:36"
"161754B0100'"|"161754B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1754"|"01"|"B"|"00"|"Urbana"|4|140|9|6|13|10|27|95|-0|11|2|0|0|9|0|2|4|0|8|336|552|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:00:17"
"161754C0100'"|"161754C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1754"|"01"|"C"|"00"|"Urbana"|4|132|14|4|17|14|29|95|-0|10|2|1|0|4|0|1|0|0|9|332|551|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:02:23"
"161755B0100'"|"161755B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1755"|"01"|"B"|"00"|"Urbana"|4|179|26|3|30|4|20|80|-0|14|2|1|0|10|2|2|0|0|9|382|603|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 10:13:58"
"161756B0100'"|"161756B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1756"|"01"|"B"|"00"|"Urbana"|4|117|15|2|15|7|23|80|-0|2|4|0|0|4|1|0|2|0|0|272|385|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:05:38"
"161756C0100'"|"161756C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1756"|"01"|"C"|"00"|"Urbana"|4|119|16|1|21|5|9|52|-0|1|4|1|0|2|0|2|1|0|6|240|385|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:14:58"
"161757B0100'"|"161757B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1757"|"01"|"B"|"00"|"Urbana"|4|107|11|2|13|3|22|75|-0|6|1|0|0|5|0|3|0|0|10|258|443|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:10:04"
"161757C0100'"|"161757C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1757"|"01"|"C"|"00"|"Urbana"|4|109|8|5|13|5|16|76|-0|7|1|0|0|4|1|1|0|0|12|258|442|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:12:09"
"161758B0100'"|"161758B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1758"|"01"|"B"|"00"|"Urbana"|4|118|15|3|11|8|16|77|-0|6|1|0|0|4|1|1|0|0|6|267|447|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:24:23"
"161758C0100'"|"161758C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1758"|"01"|"C"|"00"|"Urbana"|4|131|15|2|10|6|13|75|-0|6|1|0|0|9|0|0|0|0|0|268|446|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:19:21"
"161759B0100'"|"161759B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1759"|"01"|"B"|"00"|"Urbana"|4|140|28|3|24|9|19|145|-0|6|2|0|0|9|2|3|0|1|8|399|723|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 10:14:47"
"161760B0100'"|"161760B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1760"|"01"|"B"|"00"|"Urbana"|4|97|15|0|11|4|21|61|-0|0|3|1|0|1|0|1|0|0|6|221|437|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:33:06"
"161760C0100'"|"161760C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1760"|"01"|"C"|"00"|"Urbana"|4|96|11|3|13|5|18|97|-0|3|1|0|0|6|2|1|1|0|5|262|437|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 10:15:29"
"161761B0100'"|"161761B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1761"|"01"|"B"|"00"|"Urbana"|4|120|11|5|25|7|22|90|-0|3|0|0|0|7|7|0|0|0|3|300|616|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 10:16:13"
"161761C0100'"|"161761C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1761"|"01"|"C"|"00"|"Urbana"|4|105|16|2|25|6|30|90|-0|8|2|1|0|4|2|1|0|0|20|312|616|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:26:37"
"161761C0200'"|"161761C02004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1761"|"02"|"C"|"00"|"Urbana"|4|106|10|3|23|11|20|84|-0|4|4|0|0|8|2|3|3|0|9|290|616|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:29:04"
"161761C0300'"|"161761C03004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1761"|"03"|"C"|"00"|"Urbana"|4|123|13|3|20|5|14|97|-0|3|4|0|0|9|3|1|1|0|7|303|616|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:31:21"
"161761C0400'"|"161761C04004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1761"|"04"|"C"|"00"|"Urbana"|4|126|12|2|17|7|20|86|-0|5|0|2|1|6|0|1|0|0|7|292|616|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:47:50"
"161762B0100'"|"161762B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1762"|"01"|"B"|"00"|"Urbana"|4|125|12|0|12|7|27|82|-0|11|4|0|0|6|1|5|0|0|19|311|645|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:40:27"
"161762C0100'"|"161762C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1762"|"01"|"C"|"00"|"Urbana"|4|137|9|3|22|6|17|101|-0|9|0|1|0|6|0|1|2|0|11|325|644|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 10:17:02"
"161762C0200'"|"161762C02004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1762"|"02"|"C"|"00"|"Urbana"|4|133|8|3|23|6|23|81|-0|11|1|1|0|12|1|2|1|0|16|322|644|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:45:48"
"161762C0300'"|"161762C03004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1762"|"03"|"C"|"00"|"Urbana"|4|108|11|6|14|8|23|105|-0|5|1|1|2|14|1|4|2|0|18|323|644|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:50:42"
"161762C0400'"|"161762C04004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1762"|"04"|"C"|"00"|"Urbana"|4|112|14|4|12|11|28|99|-0|2|3|0|0|6|1|0|3|1|16|312|644|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:34:57"
"161763B0100'"|"161763B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1763"|"01"|"B"|"00"|"Urbana"|4|237|30|2|19|9|26|108|-0|16|0|1|0|5|0|1|2|0|8|464|672|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:53:03"
"161763C0100'"|"161763C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1763"|"01"|"C"|"00"|"Urbana"|4|243|21|3|15|4|25|99|-0|12|6|0|0|10|0|4|1|0|6|449|672|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 10:17:51"
"161763C0200'"|"161763C02004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1763"|"02"|"C"|"00"|"Urbana"|4|241|19|5|25|5|27|101|-0|14|1|0|0|11|0|4|1|0|8|462|671|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:57:38"
"161764B0100'"|"161764B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1764"|"01"|"B"|"00"|"No Urbana"|4|150|11|7|23|6|31|97|-0|4|4|0|0|12|1|3|1|0|18|368|706|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 20:07:37"
"161765B0100'"|"161765B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1765"|"01"|"B"|"00"|"No Urbana"|4|89|15|6|5|12|5|66|-0|3|1|0|0|5|0|0|0|0|11|218|346|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 18:54:08"
"161766B0100'"|"161766B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1766"|"01"|"B"|"00"|"No Urbana"|4|70|5|2|15|6|8|42|-0|3|2|0|0|2|0|2|0|0|7|164|309|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:55:46"
"161767B0100'"|"161767B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1767"|"01"|"B"|"00"|"No Urbana"|4|142|12|3|16|11|35|163|-0|11|1|0|0|13|1|2|1|0|15|426|728|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 10:18:42"
"161767C0100'"|"161767C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1767"|"01"|"C"|"00"|"No Urbana"|4|170|18|8|20|7|34|138|-0|6|4|0|0|11|2|1|0|0|17|436|728|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 20:16:14"
"161767C0200'"|"161767C02004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1767"|"02"|"C"|"00"|"No Urbana"|4|168|14|5|24|8|33|118|-0|11|3|0|0|9|3|3|3|0|9|411|728|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 20:00:39"
"161767C0300'"|"161767C03004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1767"|"03"|"C"|"00"|"No Urbana"|4|155|14|4|28|7|37|155|-0|14|6|1|0|16|1|1|2|1|8|450|728|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 10:19:35"
"161767C0400'"|"161767C04004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1767"|"04"|"C"|"00"|"No Urbana"|4|167|13|5|27|10|31|152|-0|12|4|0|0|6|2|2|2|0|10|443|728|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 18:48:18"
"161767C0500'"|"161767C05004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1767"|"05"|"C"|"00"|"No Urbana"|4|182|16|2|16|8|30|152|-0|9|2|0|0|11|0|1|3|0|18|450|727|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 20:03:46"
"161898B0100'"|"161898B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1898"|"01"|"B"|"00"|"Urbana"|4|22|42|19|18|6|75|121|-0|3|4|0|0|5|1|3|3|2|8|332|571|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:20:19"
"161898C0100'"|"161898C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1898"|"01"|"C"|"00"|"Urbana"|4|19|57|17|16|10|73|136|-0|1|2|0|0|10|0|4|0|0|19|364|570|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 20:10:07"
"161899B0100'"|"161899B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1899"|"01"|"B"|"00"|"Urbana"|4|49|105|10|0|5|116|130|-0|9|6|0|0|10|2|2|0|0|8|452|750|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 20:39:20"
"161899C0100'"|"161899C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1899"|"01"|"C"|"00"|"Urbana"|4|51|62|21|9|3|125|137|-0|5|6|0|0|11|2|1|1|0|12|446|749|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 20:18:45"
"161900B0100'"|"161900B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1900"|"01"|"B"|"00"|"No Urbana"|4|21|77|10|21|9|73|154|-0|1|2|0|0|6|2|5|1|0|12|394|651|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 20:33:36"
"161900C0100'"|"161900C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1900"|"01"|"C"|"00"|"No Urbana"|4|26|69|11|21|6|77|148|-0|2|2|0|0|5|4|1|1|0|13|386|651|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 20:35:47"
"161900C0200'"|"161900C02004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1900"|"02"|"C"|"00"|"No Urbana"|4|29|92|16|18|9|70|126|-0|1|5|0|0|8|1|0|1|0|10|386|651|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 20:30:27"
"161900C0300'"|"161900C03004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1900"|"03"|"C"|"00"|"No Urbana"|4|17|52|7|21|13|79|165|-0|0|1|0|0|6|0|2|2|0|9|374|651|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 20:46:56"
"161901B0100'"|"161901B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1901"|"01"|"B"|"00"|"No Urbana"|4|41|43|6|19|1|45|129|-0|1|4|0|0|10|0|3|1|0|13|316|556|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 20:26:18"
"161901C0100'"|"161901C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1901"|"01"|"C"|"00"|"No Urbana"|4|41|57|5|5|1|60|107|-0|1|2|0|0|7|0|1|0|0|12|299|556|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:21:15"
"161901E0100'"|"161901E01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1901"|"01"|"E"|"00"|"No Urbana"|4|9|39|2|18|5|10|54|-0|0|2|0|0|1|3|1|0|0|14|158|265|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 20:42:42"
"161902B0100'"|"161902B01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1902"|"01"|"B"|"00"|"Urbana"|4|36|74|17|21|11|86|130|-0|2|6|0|0|11|0|3|2|1|20|420|722|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 20:28:27"
"161902C0100'"|"161902C01004'"|"16"|"MICHOACAN"|"004"|"JIQUILPAN DE JUAREZ"|"1902"|"01"|"C"|"00"|"Urbana"|4|43|83|12|14|9|78|93|-0|7|4|0|0|9|3|1|0|1|15|372|722|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 20:49:38"
